trigram,frequency,trigrams
"('told', 'that', 'this')",1,told that this
"('were', 'told', 'that')",1,were told that
"('row', 'we', 'were')",1,row we were
"('then', 'got', 'a')",1,then got a
"('row', 'we', 'have')",1,row we have
"('were', 'smoking', 'your')",1,were smoking your
"('we', 'have', 'noted')",1,we have noted
"('who', 'were', 'smoking')",1,who were smoking
"('guests', 'who', 'were')",1,guests who were
"('other', 'guests', 'who')",1,other guests who
"('by', 'other', 'guests')",1,by other guests
"('disturbed', 'by', 'other')",1,disturbed by other
"('also', 'disturbed', 'by')",1,also disturbed by
"('were', 'also', 'disturbed')",1,were also disturbed
"('we', 'were', 'also')",1,we were also
"('guests', 'we', 'were')",1,guests we were
"('hotel', 'guests', 'we')",1,hotel guests we
"('for', 'hotel', 'guests')",1,for hotel guests
"('habibts', 'for', 'hotel')",1,habibts for hotel
"('strange', 'habibts', 'for')",1,strange habibts for
"('as', 'strange', 'habibts')",1,as strange habibts
"('this', 'as', 'strange')",1,this as strange
"('noted', 'this', 'as')",1,noted this as
"('have', 'noted', 'this')",1,have noted this
"('fill', 'up', 'as')",1,fill up as
"('to', 'fill', 'up')",1,to fill up
"('ages', 'to', 'fill')",1,ages to fill
"('so', 'impressive', 'we')",1,so impressive we
"('detail', 'was', 'so')",1,detail was so
"('to', 'detail', 'was')",1,to detail was
"('attention', 'to', 'detail')",1,attention to detail
"('tiny', 'attention', 'to')",1,tiny attention to
"('the', 'tiny', 'attention')",1,the tiny attention
"('and', 'the', 'tiny')",1,and the tiny
"('slippers', 'and', 'the')",1,slippers and the
"('balm', 'slippers', 'and')",1,balm slippers and
"('lip', 'balm', 'slippers')",1,lip balm slippers
"('cream', 'lip', 'balm')",1,cream lip balm
"('hand', 'cream', 'lip')",1,hand cream lip
"('chocolates', 'hand', 'cream')",1,chocolates hand cream
"('pens', 'chocolates', 'hand')",1,pens chocolates hand
"('shampoo', 'pens', 'chocolates')",1,shampoo pens chocolates
"('soap', 'shampoo', 'pens')",1,soap shampoo pens
"('eg', 'soap', 'shampoo')",1,eg soap shampoo
"('freebies', 'eg', 'soap')",1,freebies eg soap
"('was', 'so', 'impressive')",1,was so impressive
"('impressive', 'we', 'even')",1,impressive we even
"('of', 'little', 'freebies')",1,of little freebies
"('we', 'even', 'joked')",1,we even joked
"('cleaning', 'of', 'the')",1,cleaning of the
"('the', 'cleaning', 'of')",1,the cleaning of
"('covering', 'the', 'cleaning')",1,covering the cleaning
"('hotel', 'covering', 'the')",1,hotel covering the
"('romeo', 'hotel', 'covering')",1,romeo hotel covering
"('in', 'the', 'romeo')",1,in the romeo
"('covered', 'in', 'the')",1,covered in the
"('roll', 'covered', 'in')",1,roll covered in
"('toilet', 'roll', 'covered')",1,toilet roll covered
"('new', 'toilet', 'roll')",1,new toilet roll
"('brand', 'new', 'toilet')",1,brand new toilet
"('was', 'a', 'brand')",1,was a brand
"('day', 'was', 'a')",1,day was a
"('every', 'day', 'was')",1,every day was
"('that', 'every', 'day')",1,that every day
"('joked', 'that', 'every')",1,joked that every
"('even', 'joked', 'that')",1,even joked that
"('little', 'freebies', 'eg')",1,little freebies eg
"('loads', 'of', 'little')",1,loads of little
"('takes', 'ages', 'to')",1,takes ages to
"('wellness', 'room', 'which')",1,wellness room which
"('find', 'anything', 'we')",1,find anything we
"('t', 'find', 'anything')",1,t find anything
"('couldn', 't', 'find')",1,couldn t find
"('hotel', 'and', 'i')",1,hotel and i
"('fault', 'this', 'hotel')",1,fault this hotel
"('i', 'fault', 'this')",1,i fault this
"('would', 'i', 'fault')",1,would i fault
"('how', 'would', 'i')",1,how would i
"('asking', 'how', 'would')",1,asking how would
"('kept', 'asking', 'how')",1,kept asking how
"('i', 'kept', 'asking')",1,i kept asking
"('weekend', 'i', 'kept')",1,weekend i kept
"('all', 'weekend', 'i')",1,all weekend i
"('disappoint', 'all', 'weekend')",1,disappoint all weekend
"('not', 'disappoint', 'all')",1,not disappoint all
"('did', 'not', 'disappoint')",1,did not disappoint
"('hotel', 'did', 'not')",1,hotel did not
"('anything', 'we', 'stayed')",1,anything we stayed
"('which', 'was', 'impressive')",1,which was impressive
"('with', 'loads', 'of')",1,with loads of
"('was', 'impressive', 'in')",1,was impressive in
"('giving', 'with', 'loads')",1,giving with loads
"('on', 'giving', 'with')",1,on giving with
"('keeps', 'on', 'giving')",1,keeps on giving
"('that', 'keeps', 'on')",1,that keeps on
"('hotel', 'that', 'keeps')",1,hotel that keeps
"('is', 'the', 'hotel')",1,is the hotel
"('apartment', 'it', 'is')",1,apartment it is
"('own', 'apartment', 'it')",1,own apartment it
"('our', 'own', 'apartment')",1,our own apartment
"('having', 'our', 'own')",1,having our own
"('like', 'having', 'our')",1,like having our
"('was', 'like', 'having')",1,was like having
"('facility', 'it', 'was')",1,facility it was
"('and', 'facility', 'it')",1,and facility it
"('size', 'and', 'facility')",1,size and facility
"('in', 'size', 'and')",1,in size and
"('impressive', 'in', 'size')",1,impressive in size
"('room', 'was', 'second')",1,room was second
"('was', 'second', 'to')",1,was second to
"('none', 'and', 'i')",1,none and i
"('sensors', 'and', 'when')",1,sensors and when
"('have', 'automatic', 'sensors')",1,have automatic sensors
"('bathrooms', 'have', 'automatic')",1,bathrooms have automatic
"('the', 'bathrooms', 'have')",1,the bathrooms have
"('systems', 'the', 'bathrooms')",1,systems the bathrooms
"('the', 'systems', 'the')",1,the systems the
"('up', 'the', 'systems')",1,up the systems
"('keep', 'up', 'the')",1,keep up the
"('to', 'keep', 'up')",1,to keep up
"('failed', 'to', 'keep')",1,failed to keep
"('since', 'failed', 'to')",1,since failed to
"('has', 'since', 'failed')",1,has since failed
"('maintenance', 'has', 'since')",1,maintenance has since
"('the', 'maintenance', 'has')",1,the maintenance has
"('that', 'the', 'maintenance')",1,that the maintenance
"('being', 'that', 'the')",1,being that the
"('but', 'being', 'that')",1,but being that
"('modern', 'but', 'being')",1,modern but being
"('automatic', 'sensors', 'and')",1,automatic sensors and
"('and', 'when', 'you')",1,and when you
"('i', 'am', 'picky')",1,i am picky
"('when', 'you', 'get')",1,when you get
"('suite', 'takes', 'ages')",1,suite takes ages
"('j', 'suite', 'takes')",1,j suite takes
"('the', 'j', 'suite')",1,the j suite
"('in', 'the', 'j')",1,in the j
"('bath', 'in', 'the')",1,bath in the
"('the', 'bath', 'in')",1,the bath in
"('while', 'the', 'bath')",1,while the bath
"('a', 'while', 'the')",1,a while the
"('after', 'a', 'while')",1,after a while
"('off', 'after', 'a')",1,off after a
"('turns', 'off', 'after')",1,turns off after
"('lights', 'turns', 'off')",1,lights turns off
"('the', 'lights', 'turns')",1,the lights turns
"('shower', 'the', 'lights')",1,shower the lights
"('into', 'the', 'shower')",1,into the shower
"('get', 'into', 'the')",1,get into the
"('you', 'get', 'into')",1,you get into
"('ultra', 'modern', 'but')",1,ultra modern but
"('is', 'ultra', 'modern')",1,is ultra modern
"('hotel', 'is', 'ultra')",1,hotel is ultra
"('room', 'the', 'hotel')",1,room the hotel
"('it', 'was', 'hi')",1,it was hi
"('gadgets', 'it', 'was')",1,gadgets it was
"('quirky', 'gadgets', 'it')",1,quirky gadgets it
"('the', 'quirky', 'gadgets')",1,the quirky gadgets
"('all', 'the', 'quirky')",1,all the quirky
"('decor', 'and', 'all')",1,decor and all
"('the', 'decor', 'and')",1,the decor and
"('loved', 'the', 'decor')",1,loved the decor
"('i', 'loved', 'the')",1,i loved the
"('efficient', 'i', 'loved')",1,efficient i loved
"('and', 'efficient', 'i')",1,and efficient i
"('friendly', 'and', 'efficient')",1,friendly and efficient
"('spectacular', 'friendly', 'and')",1,spectacular friendly and
"('was', 'spectacular', 'friendly')",1,was spectacular friendly
"('service', 'was', 'spectacular')",1,service was spectacular
"('picky', 'service', 'was')",1,picky service was
"('am', 'picky', 'service')",1,am picky service
"('was', 'hi', 'tec')",1,was hi tec
"('hi', 'tec', 'and')",1,hi tec and
"('tec', 'and', 'had')",1,tec and had
"('the', 'family', 'got')",1,the family got
"('another', 'room', 'the')",1,another room the
"('and', 'another', 'room')",1,and another room
"('suite', 'and', 'another')",1,suite and another
"('j', 'suite', 'and')",1,j suite and
"('a', 'j', 'suite')",1,a j suite
"('got', 'a', 'j')",1,got a j
"('family', 'got', 'a')",1,family got a
"('nights', 'with', 'the')",1,nights with the
"('had', 'a', 'real')",1,had a real
"('4', 'nights', 'with')",1,4 nights with
"('star', 'stayed', '4')",1,star stayed 4
"('5', 'star', 'stayed')",1,5 star stayed
"('of', '5', 'star')",1,of 5 star
"('feel', 'of', '5')",1,feel of 5
"('real', 'feel', 'of')",1,real feel of
"('a', 'real', 'feel')",1,a real feel
"('were', 'great', 'we')",1,were great we
"('great', 'we', 'also')",1,great we also
"('also', 'enjoyed', 'an')",1,also enjoyed an
"('like', 'staying', 'in')",1,like staying in
"('the', 'best', 'like')",1,the best like
"('are', 'the', 'best')",1,are the best
"('art', 'are', 'the')",1,art are the
"('of', 'art', 'are')",1,of art are
"('bits', 'of', 'art')",1,bits of art
"('quriky', 'bits', 'of')",1,quriky bits of
"('the', 'quriky', 'bits')",1,the quriky bits
"('but', 'the', 'quriky')",1,but the quriky
"('visit', 'but', 'the')",1,visit but the
"('3rd', 'visit', 'but')",1,3rd visit but
"('a', '3rd', 'visit')",1,a 3rd visit
"('for', 'a', '3rd')",1,for a 3rd
"('wait', 'for', 'a')",1,wait for a
"('t', 'wait', 'for')",1,t wait for
"('great', 'can', 't')",1,great can t
"('bars', 'great', 'can')",1,bars great can
"('time', 'bars', 'great')",1,time bars great
"('best', 'like', 'staying')",1,best like staying
"('in', 'a', 'gallery')",1,in a gallery
"('available', 'all', 'the')",1,available all the
"('a', 'gallery', 'everything')",1,a gallery everything
"('minutes', 'walk', 'from')",1,minutes walk from
"('few', 'minutes', 'walk')",1,few minutes walk
"('only', 'a', 'few')",1,only a few
"('hotel', 'is', 'only')",1,hotel is only
"('boutique', 'hotel', 'is')",1,boutique hotel is
"('luxury', 'boutique', 'hotel')",1,luxury boutique hotel
"('this', 'luxury', 'boutique')",1,this luxury boutique
"('capri', 'this', 'luxury')",1,capri this luxury
"('and', 'capri', 'this')",1,and capri this
"('area', 'with', 'a')",1,area with a
"('harbor', 'area', 'with')",1,harbor area with
"('the', 'harbor', 'area')",1,the harbor area
"('from', 'the', 'harbor')",1,from the harbor
"('located', 'across', 'from')",1,located across from
"('amazing', 'located', 'across')",1,amazing located across
"('was', 'amazing', 'located')",1,was amazing located
"('gallery', 'everything', 'about')",1,gallery everything about
"('the', 'time', 'bars')",1,the time bars
"('cakes', 'available', 'all')",1,cakes available all
"('very', 'helpful', 'both')",1,very helpful both
"('everyone', 'can', 'speak')",1,everyone can speak
"('than', 'helpful', 'everyone')",1,than helpful everyone
"('more', 'than', 'helpful')",1,more than helpful
"('they', 'more', 'than')",1,they more than
"('and', 'they', 'more')",1,and they more
"('arrival', 'and', 'they')",1,arrival and they
"('to', 'arrival', 'and')",1,to arrival and
"('prior', 'to', 'arrival')",1,prior to arrival
"('excursions', 'prior', 'to')",1,excursions prior to
"('on', 'excursions', 'prior')",1,on excursions prior
"('help', 'on', 'excursions')",1,help on excursions
"('for', 'help', 'on')",1,for help on
"('hotel', 'for', 'help')",1,hotel for help
"('contacted', 'the', 'hotel')",1,contacted the hotel
"('have', 'contacted', 'the')",1,have contacted the
"('we', 'have', 'contacted')",1,we have contacted
"('times', 'we', 'have')",1,times we have
"('both', 'times', 'we')",1,both times we
"('helpful', 'everyone', 'can')",1,helpful everyone can
"('can', 'speak', 'english')",1,can speak english
"('small', 'cakes', 'available')",1,small cakes available
"('speak', 'english', 'which')",1,speak english which
"('and', 'small', 'cakes')",1,and small cakes
"('water', 'and', 'small')",1,water and small
"('flavoured', 'water', 'and')",1,flavoured water and
"('lovely', 'flavoured', 'water')",1,lovely flavoured water
"('the', 'lovely', 'flavoured')",1,the lovely flavoured
"('reception', 'the', 'lovely')",1,reception the lovely
"('in', 'reception', 'the')",1,in reception the
"('waterfall', 'in', 'reception')",1,waterfall in reception
"('the', 'waterfall', 'in')",1,the waterfall in
"('feature', 'the', 'waterfall')",1,feature the waterfall
"('best', 'feature', 'the')",1,best feature the
"('the', 'best', 'feature')",1,the best feature
"('decor', 'is', 'the')",1,decor is the
"('helpful', 'the', 'decor')",1,helpful the decor
"('is', 'helpful', 'the')",1,is helpful the
"('which', 'is', 'helpful')",1,which is helpful
"('english', 'which', 'is')",1,english which is
"('from', 'the', 'old')",1,from the old
"('city', 'and', 'many')",1,city and many
"('and', 'many', 'of')",1,and many of
"('queer', 'in', 'that')",1,queer in that
"('a', 'bit', 'queer')",1,a bit queer
"('design', 'is', 'a')",1,design is a
"('bathroom', 'design', 'is')",1,bathroom design is
"('the', 'bathroom', 'design')",1,the bathroom design
"('shower', 'the', 'bathroom')",1,shower the bathroom
"('in', 'shower', 'the')",1,in shower the
"('and', 'walk', 'in')",1,and walk in
"('bed', 'and', 'walk')",1,bed and walk
"('size', 'bed', 'and')",1,size bed and
"('with', 'a', 'king')",1,with a king
"('and', 'comfortable', 'with')",1,and comfortable with
"('roomy', 'and', 'comfortable')",1,roomy and comfortable
"('was', 'roomy', 'and')",1,was roomy and
"('which', 'was', 'roomy')",1,which was roomy
"('view', 'which', 'was')",1,view which was
"('harbor', 'view', 'which')",1,harbor view which
"('with', 'a', 'harbor')",1,with a harbor
"('bit', 'queer', 'in')",1,bit queer in
"('in', 'that', 'you')",1,in that you
"('the', 'city', 's')",1,the city s
"('that', 'you', 'must')",1,that you must
"('needs', 'to', 'learn')",1,needs to learn
"('staff', 'needs', 'to')",1,staff needs to
"('your', 'staff', 'needs')",1,your staff needs
"('are', 'your', 'staff')",1,are your staff
"('staff', 'are', 'your')",1,staff are your
"('exceptional', 'staff', 'are')",1,exceptional staff are
"('the', 'exceptional', 'staff')",1,the exceptional staff
"('of', 'the', 'exceptional')",1,of the exceptional
"('shower', 'all', 'of')",1,shower all of
"('the', 'shower', 'all')",1,the shower all
"('access', 'the', 'shower')",1,access the shower
"('to', 'access', 'the')",1,to access the
"('room', 'to', 'access')",1,room to access
"('toilet', 'room', 'to')",1,toilet room to
"('the', 'toilet', 'room')",1,the toilet room
"('must', 'walk', 'through')",1,must walk through
"('you', 'must', 'walk')",1,you must walk
"('deluxe', 'room', 'with')",1,deluxe room with
"('booked', 'a', 'deluxe')",1,booked a deluxe
"('order', 'we', 'booked')",1,order we booked
"('to', 'order', 'we')",1,to order we
"('and', 'spa', 'we')",1,and spa we
"('dining', 'and', 'pool')",1,dining and pool
"('rooftop', 'dining', 'and')",1,rooftop dining and
"('bars', 'rooftop', 'dining')",1,bars rooftop dining
"('and', 'offers', 'multiple')",1,and offers multiple
"('elements', 'and', 'offers')",1,elements and offers
"('design', 'elements', 'and')",1,design elements and
"('inspired', 'design', 'elements')",1,inspired design elements
"('japanese', 'inspired', 'design')",1,japanese inspired design
"('with', 'japanese', 'inspired')",1,with japanese inspired
"('inviting', 'with', 'japanese')",1,inviting with japanese
"('and', 'inviting', 'with')",1,and inviting with
"('modern', 'and', 'inviting')",1,modern and inviting
"('interior', 'is', 'modern')",1,interior is modern
"('sights', 'the', 'interior')",1,sights the interior
"('s', 'sights', 'the')",1,s sights the
"('city', 's', 'sights')",1,city s sights
"('spa', 'we', 'did')",1,spa we did
"('the', 'restaurant', 'or')",1,the restaurant or
"('restaurant', 'or', 'enjoy')",1,restaurant or enjoy
"('offering', 'views', 'of')",1,offering views of
"('made', 'to', 'order')",1,made to order
"('eggs', 'made', 'to')",1,eggs made to
"('and', 'eggs', 'made')",1,and eggs made
"('coffee', 'and', 'eggs')",1,coffee and eggs
"('with', 'coffee', 'and')",1,with coffee and
"('and', 'with', 'coffee')",1,and with coffee
"('vesuvius', 'and', 'with')",1,vesuvius and with
